,appid,name,developer,publisher,score_rank,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,ccu
1145660,1145660,Drift Of The Hill,RewindApp,RewindApp,,397,158,0,"50,000 .. 100,000",164,0,164,0,199,199,0,4
418110,418110,March of War: FaceOff - XL,ISOTX,ISOTX,,116,46,0,"50,000 .. 100,000",134,0,134,0,0,0,0,0
777240,777240,Tren0,Bubble,INDIECN,,156,41,0,"50,000 .. 100,000",865,0,865,0,299,299,0,1
871930,871930,GLADIABOTS - AI Combat Arena,GFX47,"GFX47, WhisperGames",,650,52,0,"50,000 .. 100,000",343,0,343,0,1499,1499,0,10
552450,552450,Serious Sam VR: The First Encounter,Croteam VR,"Devolver Digital, Croteam",,443,71,0,"50,000 .. 100,000",68,0,68,0,3999,3999,0,5
812040,812040,Shortest Trip to Earth,Interactive Fate,Iceberg Interactive,,808,234,0,"50,000 .. 100,000",67,0,67,0,2499,2499,0,42
453960,453960,Envy the Dead,Kazakov Oleg,Kazakov Oleg,,142,62,0,"50,000 .. 100,000",127,0,189,0,99,99,0,0
876650,876650,Aground,"Fancy Fish Games, SnöBox Studio","Fancy Fish Games, Whitethorn Digital",,662,38,0,"50,000 .. 100,000",462,0,462,0,1499,1499,0,36
567060,567060,Putrefaction 2: Void Walker,Kazakov Oleg,Kazakov Oleg,,224,65,0,"50,000 .. 100,000",209,0,257,0,499,499,0,1
587580,587580,Nature Treks VR,John Carline,GreenerGames,,200,26,0,"50,000 .. 100,000",0,0,0,0,999,999,0,2
613730,613730,Need For Drink,Room710Games,Room710Games,,704,255,0,"50,000 .. 100,000",38,0,45,0,199,199,0,1
