,appid,name,developer,publisher,score_rank,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,ccu
799670,799670,Volantia,Tangled Mess Games,Tangled Mess Games,,12,5,0,"0 .. 20,000",0,0,0,0,1299,1299,0,0
830380,830380,Zombie Apocalypse Survivor,Quiquopro Games,Quiquopro Games,,3,5,0,"0 .. 20,000",0,0,0,0,199,1999,90,0
795220,795220,Wildlife Tycoon: Venture Africa,Pocketwatch Games,Pocketwatch Games,,10,1,0,"0 .. 20,000",0,0,0,0,199,199,0,0
898090,898090,立方杀阵（Cubic Kill Array）,MagicK,MagicK,,17,3,0,"0 .. 20,000",0,0,0,0,499,499,0,0
389940,389940,MoonStrike,Big Dorks Entertainment,Big Dorks Entertainment,,6,0,0,"0 .. 20,000",0,0,0,0,999,999,0,0
915360,915360,Hexahedral Pathfinder,SLASH,SLASH,,2,0,0,"0 .. 20,000",0,0,0,0,99,99,0,0
916540,916540,Fatal Hour: Petroleum,Thor Gaming,Thor Gaming,,8,1,0,"0 .. 20,000",0,0,0,0,399,399,0,0
917020,917020,The Con Simulator,大谷 DGSpitzer,bilibili,,0,0,0,"0 .. 20,000",0,0,0,0,0,0,0,0
893650,893650,CSI VR: Crime Scene Investigation,GES_Games,GES_Games,,1,5,0,"0 .. 20,000",0,0,0,0,499,499,0,0
930840,930840,东方百问~TouHouAsked,Root Nine Studio,Root Nine Studio,,29,2,0,"0 .. 20,000",0,0,0,0,99,99,0,0
758880,758880,RedSun RTS,Yuri Eletskikh,redsungames,,9,11,0,"0 .. 20,000",0,0,0,0,699,699,0,1
929080,929080,Be hate Free: Interactive,Be hate Free.org,U Game Me,,2,1,0,"0 .. 20,000",0,0,0,0,1999,1999,0,0
953700,953700,I'm an adventurer,CHOU CHENG LU,CHOU CHENG LU,,27,2,0,"0 .. 20,000",0,0,0,0,299,299,0,0
839520,839520,The Legend of Evil,Springloaded,Springloaded,,11,4,0,"0 .. 20,000",0,0,0,0,799,799,0,0
909780,909780,Scraper: First Strike,Labrodex Inc,Labrodex Inc,,17,8,0,"0 .. 20,000",0,0,0,0,1999,1999,0,0
968460,968460,Mine Royale - Battle Royale,BobTheShoplifter,DHC-APPS,,16,8,0,"0 .. 20,000",0,0,0,0,99,99,0,0
909630,909630,Desktop Dynasties: Pro Football,GoldenCrest Games,GoldenCrest Games,,7,5,0,"0 .. 20,000",0,0,0,0,99,99,0,1
974320,974320,Hentai Dreams,Squids Around,Squids Around,,0,0,0,"0 .. 20,000",0,0,0,0,99,99,0,0
388000,388000,Wellington's Victory,HexWar Games,HexWar Games,,7,0,0,"0 .. 20,000",0,0,0,0,999,999,0,0
951190,951190,Ancient lands: the Tsar awakening,Anatoliy Sidorov,Anatoliy Sidorov,,12,1,0,"0 .. 20,000",0,0,0,0,1199,1199,0,0
909570,909570,Spuds Unearthed,Gamedust Sp. z o.o.,Gamedust Sp. z o.o.,,30,6,0,"0 .. 20,000",0,0,0,0,1199,1199,0,0
364850,364850,StartBolita,JhonGames,JhonGames,,7,2,0,"0 .. 20,000",0,0,0,0,399,399,0,0
973310,973310,Symphony of Stars,Only Human Studios,Only Human Studios,,1,4,0,"0 .. 20,000",0,0,0,0,299,299,0,0
1007940,1007940,Classic Jigsaw Puzzles,Boogygames Studios,Boogygames Studios,,8,2,0,"0 .. 20,000",0,0,0,0,499,499,0,2
976360,976360,Cotrio,Bartosz Bialek,BKBL Bartosz Bialek,,6,0,0,"0 .. 20,000",0,0,0,0,199,199,0,0
1006460,1006460,Mission Critical,Legend Entertainment,Ziggurat,,8,1,0,"0 .. 20,000",0,0,0,0,699,699,0,0
1016710,1016710,Balanced Politics Simulator,"Unphysical Machinery, Demir Leylek",Unphysical Machinery,,3,12,0,"0 .. 20,000",0,0,0,0,999,999,0,0
1026560,1026560,LOGistICAL 2: USA - Nevada,Sacada,Sacada,,5,0,0,"0 .. 20,000",0,0,0,0,999,999,0,0
1017800,1017800,AirShock,UA Games,NEBOCRY INTERACTIVE,,1,6,0,"0 .. 20,000",0,0,0,0,299,299,0,0
414260,414260,Ironclads 2: American Civil War,Totem Games,Strategy First,,30,11,0,"0 .. 20,000",183,0,183,0,999,999,0,0
1059860,1059860,打击者打字游戏集（Striker A Type Game Pack）,Q Sky Wing,Space Ring,,4,3,0,"0 .. 20,000",0,0,0,0,299,299,0,0
1053750,1053750,The Red Reactor,Blue Palm Studio,Blue Palm Studio,,6,3,0,"0 .. 20,000",0,0,0,0,999,999,0,0
1078780,1078780,Martians Vs Robots,RewindApp,RewindApp,,2,4,0,"0 .. 20,000",0,0,0,0,99,99,0,0
1052420,1052420,Badland Caravan,Punkmice,Punkmice,,10,14,0,"0 .. 20,000",0,0,0,0,199,199,0,0
1082770,1082770,Surviving Medieval,Vlasov Tower,Vlasov Tower,,18,8,0,"0 .. 20,000",0,0,0,0,499,499,0,1
1079870,1079870,Otiiz's adventure 2,BXTT studio,BXTT studio,,0,1,0,"0 .. 20,000",0,0,0,0,699,699,0,0
1101940,1101940,Victorian Mysteries: Woman in White,Freeze Tag,HH-Games,,21,11,0,"0 .. 20,000",0,0,0,0,499,499,0,1
485110,485110,PlanetFate,Aaron Matthies,Aaron Matthies,,13,2,0,"0 .. 20,000",0,0,0,0,399,399,0,0
314350,314350,Abatron,W3 Studios,W3 Studios,,11,2,0,"0 .. 20,000",0,0,0,0,1999,1999,0,0
1093950,1093950,Inbound UFO,Invenmatic,Invenmatic,,4,0,0,"0 .. 20,000",0,0,0,0,1099,1099,0,0
1126300,1126300,DragonClash,"Warspider Entertainment, LLC","Warspider Entertainment, LLC",,3,1,0,"0 .. 20,000",0,0,0,0,1499,1499,0,0
1112050,1112050,Time For Quest,"Blacer Studio, Nikodem Swider","Source Byte Sp. z o.o., Blacer Studio",,22,0,0,"0 .. 20,000",0,0,0,0,799,799,0,0
1154440,1154440,The Area 51 Secret: Boombox Killer,Bmc Studio,Bmc Studio,,7,1,0,"0 .. 20,000",0,0,0,0,299,299,0,0
1160500,1160500,AstronTycoon2: Ritual,ANG People s.r.o.,ANG People s.r.o.,,15,5,0,"0 .. 20,000",0,0,0,0,799,1999,60,1
1179190,1179190,Dinodrifters,Jake Hugh Reece Wilson,Trywelyn Productions,,2,0,0,"0 .. 20,000",0,0,0,0,999,999,0,0
564140,564140,Juniper Theory,Juniper Theory,Black Box,,0,1,0,"0 .. 20,000",0,0,0,0,799,799,0,0
1200200,1200200,Sin Chess,islegame,IceSilk,,25,5,0,"0 .. 20,000",0,0,0,0,299,299,0,0
1204030,1204030,Night Witch: 588,OKSoft,OKSoft,,4,0,0,"0 .. 20,000",0,0,0,0,499,499,0,0
575800,575800,Arizona Rose and the Pharaohs' Riddles,Anawiki Games,Anawiki Games,,5,3,0,"0 .. 20,000",0,0,0,0,999,999,0,1
1213860,1213860,Cut Smash Wrap,Indigo Arts,Indigo Arts,,3,1,0,"0 .. 20,000",0,0,0,0,99,99,0,0
